iter	Logloss
160	0.1382133629
161	0.1379726316
162	0.1370940871
163	0.1364468775
164	0.135845122
165	0.1343483366
166	0.133350549
167	0.1324657887
168	0.1316393611
169	0.1299355115
170	0.1290334967
171	0.1285933409
172	0.1277064601
173	0.1266692575
174	0.1258466341
175	0.1255257838
176	0.1246830787
177	0.1239899679
178	0.1232966181
179	0.122698563
180	0.1221144985
181	0.1215907416
182	0.1209181284
183	0.1201239646
184	0.1197951314
185	0.1193613369
186	0.11868889
187	0.1181937174
188	0.1176368027
189	0.1171382727
190	0.1166049427
191	0.1158836427
192	0.1148655239
193	0.1139919478
194	0.1134128415
195	0.1127129952
196	0.1116810832
197	0.1112009719
198	0.1104868751
199	0.1097259002
200	0.1093149419
201	0.1088107366
202	0.1078626129
203	0.1068924117
204	0.1063214752
205	0.1050424394
206	0.1043864154
207	0.1033614988
208	0.1029528064
209	0.102298352
210	0.1017037789
211	0.1012798174
212	0.100360808
213	0.09999582358
214	0.09939134478
215	0.09903893744
216	0.0984258106
217	0.09786502932
218	0.097334776
219	0.09677196783
220	0.09645602359
221	0.09587186559
222	0.09509331394
223	0.0945132097
224	0.09394813558
225	0.09303800287
226	0.09261733635
227	0.0920153002
228	0.09129922851
229	0.09113078936
230	0.09029447675
231	0.08966627823
232	0.08936582144
233	0.08879650646
234	0.08823720116
235	0.08749266996
236	0.08697052418
237	0.0868826718
238	0.08611105313
239	0.08583647289
240	0.08531022137
241	0.08486638602
242	0.08434776389
243	0.08397303485
244	0.08336825462
245	0.08230260802
246	0.08171656346
247	0.08114387554
248	0.08062005108
249	0.07994873712
250	0.07963912818
251	0.0793256058
252	0.07878770231
253	0.0783617555
254	0.07761641354
255	0.07727874007
256	0.0770160041
257	0.07645489539
258	0.07564862742
259	0.07533441382
260	0.07473443574
261	0.07428707154
262	0.07385086558
263	0.0735954056
264	0.07307169548
265	0.07262129095
266	0.07216596993
267	0.07184768178
268	0.07170732275
269	0.0712963177
270	0.07093073042
271	0.07051698648
272	0.07018890173
273	0.07004907281
274	0.06950709995
275	0.06926815646
276	0.06895508104
277	0.06872976443
278	0.06832426315
279	0.06791352836
280	0.06764577715
281	0.0670230564
282	0.06661710817
283	0.06605216398
284	0.0655886055
285	0.06520901194
286	0.0648789055
287	0.06457553832
288	0.06411071694
289	0.06399227423
290	0.06378062609
291	0.06342876964
292	0.06308119563
293	0.06295431797
294	0.06264081118
295	0.06254321938
296	0.06235152304
297	0.06196828629
298	0.06178398028
299	0.06129283022
300	0.06105958279
301	0.06087259506
302	0.06051770348
303	0.06011876618
304	0.05984150421
305	0.0592689774
306	0.05878192787
307	0.05846909151
308	0.05812864797
309	0.05798986367
310	0.05780289154
311	0.05743791752
312	0.05697621442
313	0.05679295303
314	0.05641522524
315	0.05624358985
316	0.05584251653
317	0.0554356588
318	0.05504039588
319	0.05472906149
320	0.05450656693
321	0.05421044456
322	0.0538076302
323	0.05350403955
324	0.05326929014
325	0.05285148725
326	0.05250848671
327	0.05225171705
328	0.05201002947
329	0.05186470718
330	0.05156107495
331	0.05131408109
332	0.05097292554
333	0.05069510229
334	0.0504084491
335	0.05019939953
336	0.05000130552
337	0.04961204529
338	0.0493112299
339	0.0489219229
340	0.04868712152
341	0.04844103197
342	0.04837595345
343	0.0481692218
344	0.04787002272
345	0.0476862936
346	0.04733158912
347	0.04710680263
348	0.04687595627
349	0.04669193611
350	0.04634245995
351	0.04623611617
352	0.04603968524
353	0.04576399801
354	0.04560556853
355	0.04555236026
356	0.04535350228
357	0.04505670948
358	0.04469767578
359	0.04453155975
360	0.04446269251
361	0.04423136282
362	0.04404976972
363	0.04382678144
364	0.04372900773
365	0.04346384729
366	0.04323312047
367	0.04280558594
368	0.04256928519
369	0.04236409969
370	0.0420732732
371	0.04188563583
372	0.04169025993
373	0.04143456867
374	0.04109959252
375	0.04095059844
376	0.04081474013
377	0.04068842376
378	0.04054813749
379	0.04041088374
380	0.04024197425
381	0.04000941284
382	0.03971556162
383	0.03957883539
384	0.039401387
385	0.03925013217
386	0.03915492066
387	0.03906300932
388	0.03888567267
389	0.03871571076
390	0.03854810055
391	0.03835432276
392	0.03816910206
393	0.03809978267
394	0.03780779462
395	0.03773153445
396	0.0375115657
397	0.03739258509
398	0.037265024
399	0.03713326103
400	0.03704644029
401	0.03673180832
402	0.03659314875
403	0.03645957198
404	0.03613442361
405	0.03597601493
406	0.03590004061
407	0.03571150153
408	0.03556212807
409	0.03538021794
410	0.03522975049
411	0.03518520324
412	0.0349002703
413	0.0347226712
414	0.03463062993
415	0.03448970441
416	0.03429267842
417	0.03415041723
418	0.03401341815
419	0.03387693618
420	0.033622196
421	0.03352898278
422	0.03332805893
423	0.03327910452
424	0.03311456322
425	0.0329311771
426	0.03279641798
427	0.03270476131
428	0.0325747082
429	0.03249150986
430	0.03241283302
431	0.03234051489
432	0.03213885565
433	0.03199259267
434	0.03185875344
435	0.03172493241
436	0.03147179814
437	0.0313461418
438	0.0311502254
439	0.03088524426
440	0.03073728182
441	0.03067889201
442	0.03047503957
443	0.0303030092
444	0.03018510959
445	0.02997741387
446	0.02986292618
447	0.02976807846
448	0.02960822498
449	0.02948822313
450	0.02942655652
451	0.0293052138
452	0.02921077926
453	0.02916375298
454	0.02908608439
455	0.02898286409
456	0.02885755596
457	0.02871137614
458	0.02857961837
459	0.02843295001
460	0.02829351867
461	0.02823173772
462	0.0281929671
463	0.02807399428
464	0.02798337703
465	0.02774543658
466	0.02770098548
467	0.02763789226
468	0.02736680969
469	0.02727492954
470	0.02718853236
471	0.02710795078
472	0.02695103627
473	0.0267356384
474	0.02655310462
475	0.02640903483
476	0.02634805685
477	0.02632586248
478	0.02616593883
479	0.02610164767
480	0.0260146996
481	0.02584164539
482	0.02576559311
483	0.02574024668
484	0.02563960416
485	0.02560658416
486	0.02559825315
487	0.02559013782
488	0.02549417792
489	0.0253216954
490	0.02518539533
491	0.02513984763
492	0.02503802016
493	0.02493979691
494	0.02474780693
495	0.02473960066
496	0.02453536624
497	0.024457417
498	0.02431677213
499	0.024170782
